latitude,longitude,stop_id
-3.595356157914769,10.36186346696947,STOP_000
-5.224228324628826,-6.833025649401234,STOP_001
5.878003359710146,1.5177305745937306,STOP_002
-10.859454652260869,8.409638130906918,STOP_003
2.729889972064414,5.287676157808814,STOP_004
8.65340243319997,-6.205384253155607,STOP_005
0.5319159614731213,3.9811022855264087,STOP_006
-7.876902208257585,-6.483493555275059,STOP_007
2.517415028414029,0.5759950047167521,STOP_008
-8.17798377970723,8.533285242688102,STOP_009
6.8936681985494666,-4.860482248279107,STOP_010
-9.095320666460381,6.244452402645767,STOP_011
-6.552589552952423,-8.850171892988811,STOP_012
0.4526410257481132,6.720877291907083,STOP_013
3.7798313899695923,2.631030401514816,STOP_014
-1.847297007512514,8.995647859971449,STOP_015
-9.366035965416735,10.554552856881394,STOP_016
4.418201028288183,-5.911016773181362,STOP_017
6.497043866106754,-7.878115826284585,STOP_018
-6.014514848638559,-4.865798273851829,STOP_019
